cub,mean,ci_2.5,ci_97.5,cub_number,litter_size,age_mat,girth_mat
372,21.548490517805135,18.731882030656912,24.76250170936164,1,singleton,middle-aged,124
373,12.471648255687015,11.075815657923966,14.032987785829949,2,twin,old,106
374,10.585316845808325,9.430526862773977,11.910705967265052,2,twin,old,106
375,22.145215977906496,19.94913208546175,24.68154570143789,1,singleton,middle-aged,108
376,11.48841356121244,9.823868900659372,13.10965506593086,1,singleton,young,109
377,13.280186643667868,11.792658253512354,15.030549539072307,2,twin,old,117
378,12.492694041387422,11.059420512933936,14.148252375022274,2,twin,old,117
379,15.931405069224262,13.466878992965,18.55956107532603,1,singleton,middle-aged,112
380,14.105146051787923,11.500133263338078,17.124472946537026,1,singleton,young,123
381,15.258183248707692,13.52040129870972,17.19263212403693,2,twin,middle-aged,108
382,18.83441215623999,16.909952965911412,20.93834854832494,2,twin,middle-aged,108
383,12.727115615229279,11.354131351511215,14.466203496803196,2,twin,old,107
384,10.93207482895822,9.683207301741046,12.350726810934324,2,twin,old,107
385,9.72547560794451,8.745091583286444,10.827549693575047,2,twin,middle-aged,108
386,8.907423815997058,7.866528850212352,10.046419258498013,2,twin,middle-aged,108
387,11.954429553119118,10.189507150506863,13.905197198474719,2,twin,middle-aged,108
388,11.81533482204599,10.294336576460662,13.509145150199874,2,twin,middle-aged,108
389,12.881982247536337,10.8271054947559,15.33271348055429,2,twin,young,103
390,11.240143339382298,9.411041610471706,13.398358333208026,2,twin,young,103
391,25.094113772253095,20.305878952106283,30.29244286018581,1,singleton,middle-aged,112
392,14.52381393763533,12.033298835003556,17.196162029746493,2,twin,old,122
393,12.103178281362776,10.027749029169632,14.330135024788747,2,twin,old,122
394,12.985881206862055,11.37128849753988,14.775112219800583,2,twin,young,105
395,12.985881206862055,11.37128849753988,14.775112219800583,2,twin,young,105
396,8.624933135587492,7.469988686735497,9.804237405533298,2,twin,young,114
397,8.624933135587492,7.469988686735497,9.804237405533298,2,twin,young,114
398,9.827977682838252,8.606527222052334,11.097595690289952,2,twin,young,105
399,9.827977682838252,8.606527222052334,11.097595690289952,2,twin,young,105
400,14.40943251700534,12.719157303825975,16.395525483265263,2,twin,young,117
401,14.165204847225588,12.503578366472993,16.117635220837037,2,twin,young,117
402,12.221891652029868,10.316261169711883,14.340321923289906,1,singleton,old,116
403,13.356426758630274,11.230978542126875,15.867329040170363,1,singleton,old,120
404,14.871338767839665,12.212120778796276,17.68323982375995,1,singleton,old,124
405,15.478980332022612,12.694936154148387,18.81422271034262,1,singleton,old,113
406,15.26918806934033,12.80485711820003,18.51820483917549,1,singleton,young,115
407,9.828195021056919,8.267540791299426,11.492500913097672,2,twin,old,115
408,7.862556016845533,6.614032633039539,9.19400073047814,2,twin,old,115
409,9.510808161991992,7.799309627159298,11.499891778462294,1,singleton,old,116
410,21.19323779040578,17.65763442845712,25.415465587146713,1,singleton,middle-aged,122
411,9.579114519874773,8.244542005485796,11.081880158772478,2,twin,old,124
412,10.31596948294206,8.878737544369319,11.934332478678051,2,twin,old,124
413,16.624066683860715,14.468504963276562,19.05141046064315,2,twin,old,108
414,15.694764589434152,13.69284715184395,18.058434583045873,2,twin,old,108
415,13.603150454735719,11.83894827073308,15.583623319846305,2,twin,old,105
416,12.770304508527406,11.114114703137178,14.629523932916936,2,twin,old,105
417,14.471735155275148,12.597475451337173,16.59516085600311,2,twin,middle-aged,110
418,13.95488747115818,12.147565613789418,16.00247653971729,2,twin,middle-aged,110
419,8.954734588008618,7.453247794141562,10.601024341606838,3,triplet,old,127
420,4.761278931502428,3.9734056880371074,5.643734645709323,3,triplet,old,127
421,10.236749702730219,8.542822229279778,12.134029488275045,3,triplet,old,127
422,7.930822544705058,5.877957339449161,10.467079520527943,3,triplet,young,112
